order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,order_id,product_id,unit_price,quantity,discount,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,10255,16,13.9,35,0,2025-01-31 21:07:00.011076,2025-01-31 21:07:00.863629,2025-01-31 21:07:00.858192,,1738357620864,,1738357620645
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,10255,2,15.2,20,0,2025-01-31 21:07:00.01093,2025-01-31 21:07:00.863412,2025-01-31 21:07:00.858192,,1738357620863,,1738357620645
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,10255,36,15.2,25,0,2025-01-31 21:07:00.011316,2025-01-31 21:07:00.864217,2025-01-31 21:07:00.858192,,1738357620864,,1738357620645
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,10255,59,44,30,0,2025-01-31 21:07:00.011581,2025-01-31 21:07:00.864651,2025-01-31 21:07:00.858192,,1738357620865,,1738357620645
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,10256,53,26.2,15,0,2025-01-31 21:07:00.011715,2025-01-31 21:07:00.864957,2025-01-31 21:07:00.858192,,1738357620865,,1738357620645
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,10256,77,10.4,12,0,2025-01-31 21:07:00.011834,2025-01-31 21:07:00.865215,2025-01-31 21:07:00.858192,,1738357620865,,1738357620645
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,10257,27,35.1,25,0,2025-01-31 21:07:00.011993,2025-01-31 21:07:00.865523,2025-01-31 21:07:00.858192,,1738357620866,,1738357620645
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,10257,39,14.4,6,0,2025-01-31 21:07:00.012107,2025-01-31 21:07:00.865794,2025-01-31 21:07:00.858192,,1738357620866,,1738357620645
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,10257,77,10.4,15,0,2025-01-31 21:07:00.012252,2025-01-31 21:07:00.866023,2025-01-31 21:07:00.858192,,1738357620866,,1738357620645
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10258,2,15.2,50,0.2,2025-01-31 21:07:00.012359,2025-01-31 21:07:00.866244,2025-01-31 21:07:00.858192,,1738357620866,,1738357620645
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10258,32,25.6,6,0.2,2025-01-31 21:07:00.012653,2025-01-31 21:07:00.866818,2025-01-31 21:07:00.858192,,1738357620867,,1738357620645
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10258,5,17,65,0.2,2025-01-31 21:07:00.012499,2025-01-31 21:07:00.866586,2025-01-31 21:07:00.858192,,1738357620867,,1738357620645
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,10259,21,8,10,0,2025-01-31 21:07:00.012803,2025-01-31 21:07:00.867046,2025-01-31 21:07:00.858192,,1738357620867,,1738357620645
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,10259,37,20.8,1,0,2025-01-31 21:07:00.012958,2025-01-31 21:07:00.86727,2025-01-31 21:07:00.858192,,1738357620867,,1738357620645
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,10260,41,7.7,16,0.25,2025-01-31 21:07:00.013055,2025-01-31 21:07:00.867597,2025-01-31 21:07:00.858192,,1738357620868,,1738357620645
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,10260,57,15.6,50,0,2025-01-31 21:07:00.013145,2025-01-31 21:07:00.867848,2025-01-31 21:07:00.858192,,1738357620868,,1738357620645
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,10260,62,39.4,15,0.25,2025-01-31 21:07:00.013258,2025-01-31 21:07:00.868074,2025-01-31 21:07:00.858192,,1738357620868,,1738357620645
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,10260,70,12,21,0.25,2025-01-31 21:07:00.013337,2025-01-31 21:07:00.868295,2025-01-31 21:07:00.858192,,1738357620868,,1738357620645
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,10261,21,8,20,0,2025-01-31 21:07:00.014507,2025-01-31 21:07:00.86857,2025-01-31 21:07:00.858192,,1738357620869,,1738357620645
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,10261,35,14.4,20,0,2025-01-31 21:07:00.022475,2025-01-31 21:07:00.868797,2025-01-31 21:07:00.858192,,1738357620869,,1738357620645
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10262,5,17,12,0.2,2025-01-31 21:07:00.023017,2025-01-31 21:07:00.869125,2025-01-31 21:07:00.858192,,1738357620869,,1738357620645
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10262,56,30.4,2,0,2025-01-31 21:07:00.023406,2025-01-31 21:07:00.869641,2025-01-31 21:07:00.858192,,1738357620870,,1738357620645
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10262,7,24,15,0,2025-01-31 21:07:00.023272,2025-01-31 21:07:00.86937,2025-01-31 21:07:00.858192,,1738357620869,,1738357620645
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10263,16,13.9,60,0.25,2025-01-31 21:07:00.023596,2025-01-31 21:07:00.869865,2025-01-31 21:07:00.858192,,1738357620870,,1738357620645
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10263,24,3.6,28,0,2025-01-31 21:07:00.023822,2025-01-31 21:07:00.870088,2025-01-31 21:07:00.858192,,1738357620870,,1738357620645
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10263,30,20.7,60,0.25,2025-01-31 21:07:00.023957,2025-01-31 21:07:00.870312,2025-01-31 21:07:00.858192,,1738357620870,,1738357620645
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10263,74,8,36,0.25,2025-01-31 21:07:00.024102,2025-01-31 21:07:00.870622,2025-01-31 21:07:00.858192,,1738357620871,,1738357620645
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,10264,2,15.2,35,0,2025-01-31 21:07:00.02422,2025-01-31 21:07:00.871009,2025-01-31 21:07:00.858192,,1738357620871,,1738357620645
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,10264,41,7.7,25,0.15,2025-01-31 21:07:00.024344,2025-01-31 21:07:00.871438,2025-01-31 21:07:00.858192,,1738357620871,,1738357620645
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,10265,17,31.2,30,0,2025-01-31 21:07:00.024559,2025-01-31 21:07:00.871882,2025-01-31 21:07:00.858192,,1738357620872,,1738357620645
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,10265,70,12,20,0,2025-01-31 21:07:00.024661,2025-01-31 21:07:00.872192,2025-01-31 21:07:00.858192,,1738357620872,,1738357620645
10266,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10266,12,30.4,12,0.05,2025-01-31 21:07:00.024746,2025-01-31 21:07:00.872457,2025-01-31 21:07:00.858192,,1738357620872,,1738357620645
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,10267,40,14.7,50,0,2025-01-31 21:07:00.024832,2025-01-31 21:07:00.87271,2025-01-31 21:07:00.858192,,1738357620873,,1738357620645
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,10267,59,44,70,0.15,2025-01-31 21:07:00.024934,2025-01-31 21:07:00.873006,2025-01-31 21:07:00.858192,,1738357620873,,1738357620645
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,10267,76,14.4,15,0.15,2025-01-31 21:07:00.025072,2025-01-31 21:07:00.873231,2025-01-31 21:07:00.858192,,1738357620873,,1738357620645
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,10268,29,99,10,0,2025-01-31 21:07:00.0252,2025-01-31 21:07:00.873491,2025-01-31 21:07:00.858192,,1738357620874,,1738357620645
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,10268,72,27.8,4,0,2025-01-31 21:07:00.025331,2025-01-31 21:07:00.873819,2025-01-31 21:07:00.858192,,1738357620874,,1738357620645
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,10269,33,2,60,0.05,2025-01-31 21:07:00.025516,2025-01-31 21:07:00.874068,2025-01-31 21:07:00.858192,,1738357620874,,1738357620645
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,10269,72,27.8,20,0.05,2025-01-31 21:07:00.025633,2025-01-31 21:07:00.874294,2025-01-31 21:07:00.858192,,1738357620874,,1738357620645
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10270,36,15.2,30,0,2025-01-31 21:07:00.025812,2025-01-31 21:07:00.874598,2025-01-31 21:07:00.858192,,1738357620875,,1738357620645
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,10270,43,36.8,25,0,2025-01-31 21:07:00.025957,2025-01-31 21:07:00.874818,2025-01-31 21:07:00.858192,,1738357620875,,1738357620645
10271,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,10271,33,2,24,0,2025-01-31 21:07:00.026103,2025-01-31 21:07:00.875034,2025-01-31 21:07:00.858192,,1738357620875,,1738357620645
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10272,20,64.8,6,0,2025-01-31 21:07:00.026266,2025-01-31 21:07:00.875248,2025-01-31 21:07:00.858192,,1738357620875,,1738357620645
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10272,31,10,40,0,2025-01-31 21:07:00.026424,2025-01-31 21:07:00.875456,2025-01-31 21:07:00.858192,,1738357620875,,1738357620645
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10272,72,27.8,24,0,2025-01-31 21:07:00.026649,2025-01-31 21:07:00.875672,2025-01-31 21:07:00.858192,,1738357620876,,1738357620645
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10273,10,24.8,24,0.05,2025-01-31 21:07:00.026864,2025-01-31 21:07:00.875885,2025-01-31 21:07:00.858192,,1738357620876,,1738357620645
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10273,31,10,15,0.05,2025-01-31 21:07:00.027075,2025-01-31 21:07:00.876169,2025-01-31 21:07:00.858192,,1738357620876,,1738357620645
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10273,33,2,20,0,2025-01-31 21:07:00.02725,2025-01-31 21:07:00.876398,2025-01-31 21:07:00.858192,,1738357620876,,1738357620645
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10273,40,14.7,60,0.05,2025-01-31 21:07:00.027416,2025-01-31 21:07:00.876623,2025-01-31 21:07:00.858192,,1738357620877,,1738357620645
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10273,76,14.4,33,0.05,2025-01-31 21:07:00.027572,2025-01-31 21:07:00.87684,2025-01-31 21:07:00.858192,,1738357620877,,1738357620645
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,10274,71,17.2,20,0,2025-01-31 21:07:00.027722,2025-01-31 21:07:00.877125,2025-01-31 21:07:00.858192,,1738357620877,,1738357620645
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,10274,72,27.8,7,0,2025-01-31 21:07:00.027863,2025-01-31 21:07:00.877343,2025-01-31 21:07:00.858192,,1738357620877,,1738357620645
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,10275,24,3.6,12,0.05,2025-01-31 21:07:00.028021,2025-01-31 21:07:00.877744,2025-01-31 21:07:00.858192,,1738357620878,,1738357620645
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,10275,59,44,6,0.05,2025-01-31 21:07:00.028177,2025-01-31 21:07:00.87809,2025-01-31 21:07:00.858192,,1738357620878,,1738357620645
10276,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,10276,10,24.8,15,0,2025-01-31 21:07:00.028369,2025-01-31 21:07:00.878339,2025-01-31 21:07:00.858192,,1738357620878,,1738357620645
10276,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,10276,13,4.8,10,0,2025-01-31 21:07:00.02849,2025-01-31 21:07:00.87863,2025-01-31 21:07:00.858192,,1738357620879,,1738357620645
10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,10277,28,36.4,20,0,2025-01-31 21:07:00.028581,2025-01-31 21:07:00.878848,2025-01-31 21:07:00.858192,,1738357620879,,1738357620645
10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,10277,62,39.4,12,0,2025-01-31 21:07:00.028657,2025-01-31 21:07:00.879083,2025-01-31 21:07:00.858192,,1738357620879,,1738357620645
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10278,44,15.5,16,0,2025-01-31 21:07:00.028738,2025-01-31 21:07:00.879293,2025-01-31 21:07:00.858192,,1738357620879,,1738357620645
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10278,59,44,15,0,2025-01-31 21:07:00.028818,2025-01-31 21:07:00.87956,2025-01-31 21:07:00.858192,,1738357620880,,1738357620645
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10278,63,35.1,8,0,2025-01-31 21:07:00.028899,2025-01-31 21:07:00.879789,2025-01-31 21:07:00.858192,,1738357620880,,1738357620645
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10278,73,12,25,0,2025-01-31 21:07:00.028978,2025-01-31 21:07:00.880028,2025-01-31 21:07:00.858192,,1738357620880,,1738357620645
10279,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,10279,17,31.2,15,0.25,2025-01-31 21:07:00.029054,2025-01-31 21:07:00.880371,2025-01-31 21:07:00.858192,,1738357620880,,1738357620645
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10280,24,3.6,12,0,2025-01-31 21:07:00.029123,2025-01-31 21:07:00.880726,2025-01-31 21:07:00.858192,,1738357620881,,1738357620645
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10280,55,19.2,20,0,2025-01-31 21:07:00.029206,2025-01-31 21:07:00.880956,2025-01-31 21:07:00.858192,,1738357620881,,1738357620645
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,10280,75,6.2,30,0,2025-01-31 21:07:00.029342,2025-01-31 21:07:00.881181,2025-01-31 21:07:00.858192,,1738357620881,,1738357620645
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,10281,19,7.3,1,0,2025-01-31 21:07:00.029437,2025-01-31 21:07:00.881402,2025-01-31 21:07:00.858192,,1738357620881,,1738357620645
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,10281,24,3.6,6,0,2025-01-31 21:07:00.029518,2025-01-31 21:07:00.881722,2025-01-31 21:07:00.858192,,1738357620882,,1738357620645
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,10281,35,14.4,4,0,2025-01-31 21:07:00.029591,2025-01-31 21:07:00.881965,2025-01-31 21:07:00.858192,,1738357620882,,1738357620645
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,10282,30,20.7,6,0,2025-01-31 21:07:00.029671,2025-01-31 21:07:00.882175,2025-01-31 21:07:00.858192,,1738357620882,,1738357620645
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,10282,57,15.6,2,0,2025-01-31 21:07:00.029752,2025-01-31 21:07:00.882388,2025-01-31 21:07:00.858192,,1738357620882,,1738357620645
